interval_start,interval_end,number_of_trips,rental_place,return_place
2019-11-30 19:30:00,2019-11-30 19:45:00,1,125,121
2019-11-30 19:45:00,2019-11-30 20:00:00,1,125,121
2019-11-30 20:00:00,2019-11-30 20:15:00,1,125,121
2019-11-30 20:15:00,2019-11-30 20:30:00,1,125,121
2019-11-30 20:30:00,2019-11-30 20:45:00,1,125,121
2019-11-30 20:45:00,2019-11-30 21:00:00,1,125,121
2019-11-30 21:00:00,2019-11-30 21:15:00,1,125,121
2019-11-30 21:15:00,2019-11-30 21:30:00,1,125,121
2019-11-30 21:30:00,2019-11-30 21:45:00,1,125,121
2019-11-30 21:45:00,2019-11-30 22:00:00,1,125,121
2019-11-30 22:00:00,2019-11-30 22:15:00,1,125,121
2019-11-30 22:15:00,2019-11-30 22:30:00,1,125,121
2019-11-30 22:30:00,2019-11-30 22:45:00,1,125,121
2019-11-30 22:45:00,2019-11-30 23:00:00,1,125,121
2019-11-30 23:00:00,2019-11-30 23:15:00,1,125,121
2019-11-30 23:15:00,2019-11-30 23:30:00,1,114,116
2019-11-30 23:15:00,2019-11-30 23:30:00,1,125,121
2019-11-30 23:30:00,2019-11-30 23:45:00,1,14,14
2019-11-30 23:30:00,2019-11-30 23:45:00,1,71,9
2019-11-30 23:30:00,2019-11-30 23:45:00,1,114,116
2019-11-30 23:30:00,2019-11-30 23:45:00,1,125,121
2019-11-30 23:30:00,2019-11-30 23:45:00,1,161,14
2019-11-30 23:45:00,2019-12-01 00:00:00,1,14,14
2019-11-30 23:45:00,2019-12-01 00:00:00,1,23,103
2019-11-30 23:45:00,2019-12-01 00:00:00,1,29,135
2019-11-30 23:45:00,2019-12-01 00:00:00,1,52,164
2019-11-30 23:45:00,2019-12-01 00:00:00,1,57,96
2019-11-30 23:45:00,2019-12-01 00:00:00,1,71,9
2019-11-30 23:45:00,2019-12-01 00:00:00,1,108,156
2019-11-30 23:45:00,2019-12-01 00:00:00,1,113,103
2019-11-30 23:45:00,2019-12-01 00:00:00,1,114,116
2019-11-30 23:45:00,2019-12-01 00:00:00,1,125,121
2019-11-30 23:45:00,2019-12-01 00:00:00,1,161,14
2019-11-30 23:45:00,2019-12-01 00:00:00,1,187,1
2019-11-30 23:45:00,2019-12-01 00:00:00,1,198,46
2019-11-30 23:45:00,2019-12-01 00:00:00,1,202,100
2019-12-01 00:00:00,2019-12-01 00:15:00,1,14,14
2019-12-01 00:00:00,2019-12-01 00:15:00,1,23,103
2019-12-01 00:00:00,2019-12-01 00:15:00,1,29,135
2019-12-01 00:00:00,2019-12-01 00:15:00,1,35,68
2019-12-01 00:00:00,2019-12-01 00:15:00,1,46,156
2019-12-01 00:00:00,2019-12-01 00:15:00,1,52,164
2019-12-01 00:00:00,2019-12-01 00:15:00,1,57,96
2019-12-01 00:00:00,2019-12-01 00:15:00,1,58,190
2019-12-01 00:00:00,2019-12-01 00:15:00,1,71,9
2019-12-01 00:00:00,2019-12-01 00:15:00,1,75,108
2019-12-01 00:00:00,2019-12-01 00:15:00,2,92,119
2019-12-01 00:00:00,2019-12-01 00:15:00,2,108,84
2019-12-01 00:00:00,2019-12-01 00:15:00,1,108,156
2019-12-01 00:00:00,2019-12-01 00:15:00,1,113,103
2019-12-01 00:00:00,2019-12-01 00:15:00,1,114,116
2019-12-01 00:00:00,2019-12-01 00:15:00,1,116,35
2019-12-01 00:00:00,2019-12-01 00:15:00,1,118,35
2019-12-01 00:00:00,2019-12-01 00:15:00,1,125,121
2019-12-01 00:00:00,2019-12-01 00:15:00,1,126,125
2019-12-01 00:00:00,2019-12-01 00:15:00,1,161,14
2019-12-01 00:00:00,2019-12-01 00:15:00,1,173,90
2019-12-01 00:00:00,2019-12-01 00:15:00,1,187,1
2019-12-01 00:00:00,2019-12-01 00:15:00,1,198,46
2019-12-01 00:00:00,2019-12-01 00:15:00,1,202,100
2019-12-01 00:15:00,2019-12-01 00:30:00,1,14,14
2019-12-01 00:15:00,2019-12-01 00:30:00,2,20,190
2019-12-01 00:15:00,2019-12-01 00:30:00,1,35,68
2019-12-01 00:15:00,2019-12-01 00:30:00,1,46,156
2019-12-01 00:15:00,2019-12-01 00:30:00,1,71,9
2019-12-01 00:15:00,2019-12-01 00:30:00,1,75,108
2019-12-01 00:15:00,2019-12-01 00:30:00,2,92,119
2019-12-01 00:15:00,2019-12-01 00:30:00,1,102,95
2019-12-01 00:15:00,2019-12-01 00:30:00,2,108,84
2019-12-01 00:15:00,2019-12-01 00:30:00,1,108,156
2019-12-01 00:15:00,2019-12-01 00:30:00,1,113,141
2019-12-01 00:15:00,2019-12-01 00:30:00,1,125,121
2019-12-01 00:15:00,2019-12-01 00:30:00,2,126,125
2019-12-01 00:15:00,2019-12-01 00:30:00,1,150,79
2019-12-01 00:15:00,2019-12-01 00:30:00,2,152,112
2019-12-01 00:15:00,2019-12-01 00:30:00,1,161,14
2019-12-01 00:15:00,2019-12-01 00:30:00,1,173,90
2019-12-01 00:15:00,2019-12-01 00:30:00,1,177,11
2019-12-01 00:15:00,2019-12-01 00:30:00,1,187,1
2019-12-01 00:15:00,2019-12-01 00:30:00,1,190,49
2019-12-01 00:15:00,2019-12-01 00:30:00,1,203,43
2019-12-01 00:30:00,2019-12-01 00:45:00,1,14,14
2019-12-01 00:30:00,2019-12-01 00:45:00,1,20,154
2019-12-01 00:30:00,2019-12-01 00:45:00,2,41,178
2019-12-01 00:30:00,2019-12-01 00:45:00,1,57,57
2019-12-01 00:30:00,2019-12-01 00:45:00,1,77,75
2019-12-01 00:30:00,2019-12-01 00:45:00,1,89,119
2019-12-01 00:30:00,2019-12-01 00:45:00,1,91,178
2019-12-01 00:30:00,2019-12-01 00:45:00,1,112,19
2019-12-01 00:30:00,2019-12-01 00:45:00,1,113,83
2019-12-01 00:30:00,2019-12-01 00:45:00,1,113,141
2019-12-01 00:30:00,2019-12-01 00:45:00,1,115,49
2019-12-01 00:30:00,2019-12-01 00:45:00,1,125,121
2019-12-01 00:30:00,2019-12-01 00:45:00,1,140,61
2019-12-01 00:30:00,2019-12-01 00:45:00,1,150,79
2019-12-01 00:30:00,2019-12-01 00:45:00,2,152,112
2019-12-01 00:30:00,2019-12-01 00:45:00,2,153,119
2019-12-01 00:30:00,2019-12-01 00:45:00,1,161,14
2019-12-01 00:30:00,2019-12-01 00:45:00,2,175,175
2019-12-01 00:30:00,2019-12-01 00:45:00,1,177,11
2019-12-01 00:30:00,2019-12-01 00:45:00,1,203,43
2019-12-01 00:45:00,2019-12-01 01:00:00,1,14,14
2019-12-01 00:45:00,2019-12-01 01:00:00,2,45,143
2019-12-01 00:45:00,2019-12-01 01:00:00,1,46,131
2019-12-01 00:45:00,2019-12-01 01:00:00,1,49,115
2019-12-01 00:45:00,2019-12-01 01:00:00,1,89,119
2019-12-01 00:45:00,2019-12-01 01:00:00,1,91,178
2019-12-01 00:45:00,2019-12-01 01:00:00,1,101,8
2019-12-01 00:45:00,2019-12-01 01:00:00,1,113,26
2019-12-01 00:45:00,2019-12-01 01:00:00,1,125,121
2019-12-01 00:45:00,2019-12-01 01:00:00,1,125,130
2019-12-01 00:45:00,2019-12-01 01:00:00,1,126,42
2019-12-01 00:45:00,2019-12-01 01:00:00,1,140,61
2019-12-01 00:45:00,2019-12-01 01:00:00,2,153,119
2019-12-01 00:45:00,2019-12-01 01:00:00,1,153,157
2019-12-01 00:45:00,2019-12-01 01:00:00,1,161,14
2019-12-01 00:45:00,2019-12-01 01:00:00,2,175,175
2019-12-01 00:45:00,2019-12-01 01:00:00,2,175,182
2019-12-01 00:45:00,2019-12-01 01:00:00,1,176,182
2019-12-01 00:45:00,2019-12-01 01:00:00,1,177,11
2019-12-01 01:00:00,2019-12-01 01:15:00,1,14,14
2019-12-01 01:00:00,2019-12-01 01:15:00,2,19,34
2019-12-01 01:00:00,2019-12-01 01:15:00,2,45,143
2019-12-01 01:00:00,2019-12-01 01:15:00,1,46,12
2019-12-01 01:00:00,2019-12-01 01:15:00,1,46,131
2019-12-01 01:00:00,2019-12-01 01:15:00,1,53,199
2019-12-01 01:00:00,2019-12-01 01:15:00,2,61,28
2019-12-01 01:00:00,2019-12-01 01:15:00,1,69,124
2019-12-01 01:00:00,2019-12-01 01:15:00,1,71,127
2019-12-01 01:00:00,2019-12-01 01:15:00,1,91,178
2019-12-01 01:00:00,2019-12-01 01:15:00,1,101,136
2019-12-01 01:00:00,2019-12-01 01:15:00,1,108,169
2019-12-01 01:00:00,2019-12-01 01:15:00,1,113,26
2019-12-01 01:00:00,2019-12-01 01:15:00,1,113,50
2019-12-01 01:00:00,2019-12-01 01:15:00,1,125,121
2019-12-01 01:00:00,2019-12-01 01:15:00,1,125,130
2019-12-01 01:00:00,2019-12-01 01:15:00,1,126,18
2019-12-01 01:00:00,2019-12-01 01:15:00,1,126,42
2019-12-01 01:00:00,2019-12-01 01:15:00,1,143,45
2019-12-01 01:00:00,2019-12-01 01:15:00,1,153,157
2019-12-01 01:00:00,2019-12-01 01:15:00,1,161,14
2019-12-01 01:00:00,2019-12-01 01:15:00,2,182,176
2019-12-01 01:15:00,2019-12-01 01:30:00,1,5,57
2019-12-01 01:15:00,2019-12-01 01:30:00,1,14,14
2019-12-01 01:15:00,2019-12-01 01:30:00,1,18,58
2019-12-01 01:15:00,2019-12-01 01:30:00,1,19,34
2019-12-01 01:15:00,2019-12-01 01:30:00,1,34,177
2019-12-01 01:15:00,2019-12-01 01:30:00,1,45,143
2019-12-01 01:15:00,2019-12-01 01:30:00,1,46,12
2019-12-01 01:15:00,2019-12-01 01:30:00,1,46,131
2019-12-01 01:15:00,2019-12-01 01:30:00,2,61,28
2019-12-01 01:15:00,2019-12-01 01:30:00,1,71,127
2019-12-01 01:15:00,2019-12-01 01:30:00,1,77,75
2019-12-01 01:15:00,2019-12-01 01:30:00,1,101,136
2019-12-01 01:15:00,2019-12-01 01:30:00,1,108,169
2019-12-01 01:15:00,2019-12-01 01:30:00,1,111,103
2019-12-01 01:15:00,2019-12-01 01:30:00,1,113,50
2019-12-01 01:15:00,2019-12-01 01:30:00,1,125,121
2019-12-01 01:15:00,2019-12-01 01:30:00,1,131,152
2019-12-01 01:15:00,2019-12-01 01:30:00,1,143,45
2019-12-01 01:15:00,2019-12-01 01:30:00,1,150,67
2019-12-01 01:15:00,2019-12-01 01:30:00,1,161,14
2019-12-01 01:15:00,2019-12-01 01:30:00,1,163,201
2019-12-01 01:15:00,2019-12-01 01:30:00,2,182,176
2019-12-01 01:30:00,2019-12-01 01:45:00,1,1,169
2019-12-01 01:30:00,2019-12-01 01:45:00,1,5,57
2019-12-01 01:30:00,2019-12-01 01:45:00,1,14,14
2019-12-01 01:30:00,2019-12-01 01:45:00,1,28,27
2019-12-01 01:30:00,2019-12-01 01:45:00,1,45,143
2019-12-01 01:30:00,2019-12-01 01:45:00,1,46,12
2019-12-01 01:30:00,2019-12-01 01:45:00,1,77,75
2019-12-01 01:30:00,2019-12-01 01:45:00,1,101,136
2019-12-01 01:30:00,2019-12-01 01:45:00,1,108,136
2019-12-01 01:30:00,2019-12-01 01:45:00,2,118,121
2019-12-01 01:30:00,2019-12-01 01:45:00,1,125,1
2019-12-01 01:30:00,2019-12-01 01:45:00,1,125,121
2019-12-01 01:30:00,2019-12-01 01:45:00,1,131,152
2019-12-01 01:30:00,2019-12-01 01:45:00,1,150,67
2019-12-01 01:30:00,2019-12-01 01:45:00,1,161,14
2019-12-01 01:30:00,2019-12-01 01:45:00,1,163,201
2019-12-01 01:30:00,2019-12-01 01:45:00,1,168,75
2019-12-01 01:30:00,2019-12-01 01:45:00,1,172,28
2019-12-01 01:30:00,2019-12-01 01:45:00,1,192,42
2019-12-01 01:45:00,2019-12-01 02:00:00,1,1,169
2019-12-01 01:45:00,2019-12-01 02:00:00,1,2,180
2019-12-01 01:45:00,2019-12-01 02:00:00,1,14,14
2019-12-01 01:45:00,2019-12-01 02:00:00,1,38,83
2019-12-01 01:45:00,2019-12-01 02:00:00,1,45,143
2019-12-01 01:45:00,2019-12-01 02:00:00,1,46,116
2019-12-01 01:45:00,2019-12-01 02:00:00,1,51,138
2019-12-01 01:45:00,2019-12-01 02:00:00,2,68,83
2019-12-01 01:45:00,2019-12-01 02:00:00,1,84,84
2019-12-01 01:45:00,2019-12-01 02:00:00,1,84,136
2019-12-01 01:45:00,2019-12-01 02:00:00,1,90,195
2019-12-01 01:45:00,2019-12-01 02:00:00,1,108,57
2019-12-01 01:45:00,2019-12-01 02:00:00,1,108,108
2019-12-01 01:45:00,2019-12-01 02:00:00,2,118,121
2019-12-01 01:45:00,2019-12-01 02:00:00,1,125,1
2019-12-01 01:45:00,2019-12-01 02:00:00,1,161,14
2019-12-01 01:45:00,2019-12-01 02:00:00,1,163,140
2019-12-01 01:45:00,2019-12-01 02:00:00,1,168,75
2019-12-01 01:45:00,2019-12-01 02:00:00,1,192,42
2019-12-01 02:00:00,2019-12-01 02:15:00,1,14,14
2019-12-01 02:00:00,2019-12-01 02:15:00,1,15,15
2019-12-01 02:00:00,2019-12-01 02:15:00,1,15,140
2019-12-01 02:00:00,2019-12-01 02:15:00,2,34,177
2019-12-01 02:00:00,2019-12-01 02:15:00,1,38,83
2019-12-01 02:00:00,2019-12-01 02:15:00,1,45,143
2019-12-01 02:00:00,2019-12-01 02:15:00,1,46,116
2019-12-01 02:00:00,2019-12-01 02:15:00,1,57,156
2019-12-01 02:00:00,2019-12-01 02:15:00,1,108,108
2019-12-01 02:00:00,2019-12-01 02:15:00,1,117,85
2019-12-01 02:00:00,2019-12-01 02:15:00,1,161,14
2019-12-01 02:00:00,2019-12-01 02:15:00,1,163,35
2019-12-01 02:00:00,2019-12-01 02:15:00,1,163,140
2019-12-01 02:15:00,2019-12-01 02:30:00,1,14,14
2019-12-01 02:15:00,2019-12-01 02:30:00,1,15,15
2019-12-01 02:15:00,2019-12-01 02:30:00,1,15,140
2019-12-01 02:15:00,2019-12-01 02:30:00,1,18,5
2019-12-01 02:15:00,2019-12-01 02:30:00,2,34,177
2019-12-01 02:15:00,2019-12-01 02:30:00,1,45,143
2019-12-01 02:15:00,2019-12-01 02:30:00,1,46,46
2019-12-01 02:15:00,2019-12-01 02:30:00,1,57,156
2019-12-01 02:15:00,2019-12-01 02:30:00,2,61,27
2019-12-01 02:15:00,2019-12-01 02:30:00,1,64,162
2019-12-01 02:15:00,2019-12-01 02:30:00,1,117,85
2019-12-01 02:15:00,2019-12-01 02:30:00,1,118,137
2019-12-01 02:15:00,2019-12-01 02:30:00,1,150,33
2019-12-01 02:15:00,2019-12-01 02:30:00,1,151,79
2019-12-01 02:15:00,2019-12-01 02:30:00,1,161,14
2019-12-01 02:15:00,2019-12-01 02:30:00,1,163,35
2019-12-01 02:15:00,2019-12-01 02:30:00,1,178,31
2019-12-01 02:30:00,2019-12-01 02:45:00,1,14,14
2019-12-01 02:30:00,2019-12-01 02:45:00,1,18,5
2019-12-01 02:30:00,2019-12-01 02:45:00,1,42,42
2019-12-01 02:30:00,2019-12-01 02:45:00,1,45,143
2019-12-01 02:30:00,2019-12-01 02:45:00,1,64,162
2019-12-01 02:30:00,2019-12-01 02:45:00,1,77,75
2019-12-01 02:30:00,2019-12-01 02:45:00,1,121,121
2019-12-01 02:30:00,2019-12-01 02:45:00,1,150,33
2019-12-01 02:30:00,2019-12-01 02:45:00,1,151,79
2019-12-01 02:30:00,2019-12-01 02:45:00,1,161,14
2019-12-01 02:30:00,2019-12-01 02:45:00,1,178,31
2019-12-01 02:45:00,2019-12-01 03:00:00,1,14,14
2019-12-01 02:45:00,2019-12-01 03:00:00,1,42,42
2019-12-01 02:45:00,2019-12-01 03:00:00,1,45,143
2019-12-01 02:45:00,2019-12-01 03:00:00,1,121,121
2019-12-01 02:45:00,2019-12-01 03:00:00,1,121,153
2019-12-01 02:45:00,2019-12-01 03:00:00,3,141,161
2019-12-01 02:45:00,2019-12-01 03:00:00,1,157,97
2019-12-01 02:45:00,2019-12-01 03:00:00,1,161,14
2019-12-01 02:45:00,2019-12-01 03:00:00,1,177,24
2019-12-01 03:00:00,2019-12-01 03:15:00,1,14,14
2019-12-01 03:00:00,2019-12-01 03:15:00,1,15,81
2019-12-01 03:00:00,2019-12-01 03:15:00,1,45,143
2019-12-01 03:00:00,2019-12-01 03:15:00,1,46,75
2019-12-01 03:00:00,2019-12-01 03:15:00,1,63,174
2019-12-01 03:00:00,2019-12-01 03:15:00,1,128,92
2019-12-01 03:00:00,2019-12-01 03:15:00,3,141,161
2019-12-01 03:00:00,2019-12-01 03:15:00,1,157,97
2019-12-01 03:00:00,2019-12-01 03:15:00,1,161,14
2019-12-01 03:00:00,2019-12-01 03:15:00,1,177,24
2019-12-01 03:00:00,2019-12-01 03:15:00,1,177,36
2019-12-01 03:15:00,2019-12-01 03:30:00,1,14,14
2019-12-01 03:15:00,2019-12-01 03:30:00,1,15,81
2019-12-01 03:15:00,2019-12-01 03:30:00,1,45,143
2019-12-01 03:15:00,2019-12-01 03:30:00,1,46,30
2019-12-01 03:15:00,2019-12-01 03:30:00,1,46,75
2019-12-01 03:15:00,2019-12-01 03:30:00,1,63,174
2019-12-01 03:15:00,2019-12-01 03:30:00,1,64,174
2019-12-01 03:15:00,2019-12-01 03:30:00,1,68,70
2019-12-01 03:15:00,2019-12-01 03:30:00,1,108,38
2019-12-01 03:15:00,2019-12-01 03:30:00,2,108,117
2019-12-01 03:15:00,2019-12-01 03:30:00,1,128,92
2019-12-01 03:15:00,2019-12-01 03:30:00,1,136,108
2019-12-01 03:15:00,2019-12-01 03:30:00,1,153,153
2019-12-01 03:15:00,2019-12-01 03:30:00,1,157,97
2019-12-01 03:15:00,2019-12-01 03:30:00,1,161,14
2019-12-01 03:15:00,2019-12-01 03:30:00,1,163,121
2019-12-01 03:15:00,2019-12-01 03:30:00,1,172,28
2019-12-01 03:15:00,2019-12-01 03:30:00,1,177,36
2019-12-01 03:15:00,2019-12-01 03:30:00,1,177,57
2019-12-01 03:30:00,2019-12-01 03:45:00,1,8,101
2019-12-01 03:30:00,2019-12-01 03:45:00,1,14,14
2019-12-01 03:30:00,2019-12-01 03:45:00,1,15,81
2019-12-01 03:30:00,2019-12-01 03:45:00,1,45,143
2019-12-01 03:30:00,2019-12-01 03:45:00,1,46,30
2019-12-01 03:30:00,2019-12-01 03:45:00,1,46,75
2019-12-01 03:30:00,2019-12-01 03:45:00,1,63,174
2019-12-01 03:30:00,2019-12-01 03:45:00,1,73,74
2019-12-01 03:30:00,2019-12-01 03:45:00,1,108,38
2019-12-01 03:30:00,2019-12-01 03:45:00,2,108,117
2019-12-01 03:30:00,2019-12-01 03:45:00,1,108,136
2019-12-01 03:30:00,2019-12-01 03:45:00,1,117,29
2019-12-01 03:30:00,2019-12-01 03:45:00,1,161,14
2019-12-01 03:30:00,2019-12-01 03:45:00,2,163,8
2019-12-01 03:30:00,2019-12-01 03:45:00,1,163,121
2019-12-01 03:30:00,2019-12-01 03:45:00,1,177,36
2019-12-01 03:30:00,2019-12-01 03:45:00,1,177,57
2019-12-01 03:45:00,2019-12-01 04:00:00,1,8,101
2019-12-01 03:45:00,2019-12-01 04:00:00,1,19,178
2019-12-01 03:45:00,2019-12-01 04:00:00,1,45,143
2019-12-01 03:45:00,2019-12-01 04:00:00,1,46,30
2019-12-01 03:45:00,2019-12-01 04:00:00,1,106,55
2019-12-01 03:45:00,2019-12-01 04:00:00,1,108,117
2019-12-01 03:45:00,2019-12-01 04:00:00,1,108,136
2019-12-01 03:45:00,2019-12-01 04:00:00,1,117,29
2019-12-01 03:45:00,2019-12-01 04:00:00,1,152,125
2019-12-01 03:45:00,2019-12-01 04:00:00,2,163,8
2019-12-01 03:45:00,2019-12-01 04:00:00,1,163,38
2019-12-01 03:45:00,2019-12-01 04:00:00,1,177,36
2019-12-01 04:00:00,2019-12-01 04:15:00,1,2,143
2019-12-01 04:00:00,2019-12-01 04:15:00,1,19,178
2019-12-01 04:00:00,2019-12-01 04:15:00,1,26,103
2019-12-01 04:00:00,2019-12-01 04:15:00,1,38,2
2019-12-01 04:00:00,2019-12-01 04:15:00,1,45,143
2019-12-01 04:00:00,2019-12-01 04:15:00,1,73,53
2019-12-01 04:00:00,2019-12-01 04:15:00,1,106,55
2019-12-01 04:00:00,2019-12-01 04:15:00,1,133,140
2019-12-01 04:00:00,2019-12-01 04:15:00,1,152,125
2019-12-01 04:00:00,2019-12-01 04:15:00,1,163,8
2019-12-01 04:00:00,2019-12-01 04:15:00,1,163,38
2019-12-01 04:00:00,2019-12-01 04:15:00,1,177,36
2019-12-01 04:15:00,2019-12-01 04:30:00,1,2,143
2019-12-01 04:15:00,2019-12-01 04:30:00,1,24,34
2019-12-01 04:15:00,2019-12-01 04:30:00,1,38,2
2019-12-01 04:15:00,2019-12-01 04:30:00,1,41,41
2019-12-01 04:15:00,2019-12-01 04:30:00,1,45,143
2019-12-01 04:15:00,2019-12-01 04:30:00,1,68,32
2019-12-01 04:15:00,2019-12-01 04:30:00,1,73,53
2019-12-01 04:15:00,2019-12-01 04:30:00,1,125,115
2019-12-01 04:15:00,2019-12-01 04:30:00,1,133,140
2019-12-01 04:15:00,2019-12-01 04:30:00,1,177,36
2019-12-01 04:30:00,2019-12-01 04:45:00,1,19,57
2019-12-01 04:30:00,2019-12-01 04:45:00,1,45,143
2019-12-01 04:30:00,2019-12-01 04:45:00,1,68,32
2019-12-01 04:30:00,2019-12-01 04:45:00,1,119,140
2019-12-01 04:30:00,2019-12-01 04:45:00,1,125,115
2019-12-01 04:30:00,2019-12-01 04:45:00,1,137,110
2019-12-01 04:30:00,2019-12-01 04:45:00,1,170,15
2019-12-01 04:30:00,2019-12-01 04:45:00,1,177,36
2019-12-01 04:30:00,2019-12-01 04:45:00,1,182,149
2019-12-01 04:45:00,2019-12-01 05:00:00,1,19,115
2019-12-01 04:45:00,2019-12-01 05:00:00,1,45,143
2019-12-01 04:45:00,2019-12-01 05:00:00,1,68,32
2019-12-01 04:45:00,2019-12-01 05:00:00,2,105,69
2019-12-01 04:45:00,2019-12-01 05:00:00,1,105,105
2019-12-01 04:45:00,2019-12-01 05:00:00,1,108,136
2019-12-01 04:45:00,2019-12-01 05:00:00,1,110,49
2019-12-01 04:45:00,2019-12-01 05:00:00,1,153,110
2019-12-01 04:45:00,2019-12-01 05:00:00,1,170,15
2019-12-01 04:45:00,2019-12-01 05:00:00,1,177,36
2019-12-01 04:45:00,2019-12-01 05:00:00,1,182,149
2019-12-01 05:00:00,2019-12-01 05:15:00,1,45,143
2019-12-01 05:00:00,2019-12-01 05:15:00,2,105,69
2019-12-01 05:00:00,2019-12-01 05:15:00,1,110,49
2019-12-01 05:00:00,2019-12-01 05:15:00,1,153,110
2019-12-01 05:00:00,2019-12-01 05:15:00,1,177,36
2019-12-01 05:00:00,2019-12-01 05:15:00,1,178,125
2019-12-01 05:15:00,2019-12-01 05:30:00,1,45,143
2019-12-01 05:15:00,2019-12-01 05:30:00,1,62,62
2019-12-01 05:15:00,2019-12-01 05:30:00,1,62,141
2019-12-01 05:15:00,2019-12-01 05:30:00,1,110,49
2019-12-01 05:15:00,2019-12-01 05:30:00,1,163,140
2019-12-01 05:15:00,2019-12-01 05:30:00,1,177,36
2019-12-01 05:15:00,2019-12-01 05:30:00,1,178,125
2019-12-01 05:15:00,2019-12-01 05:30:00,1,187,187
2019-12-01 05:30:00,2019-12-01 05:45:00,1,45,143
2019-12-01 05:30:00,2019-12-01 05:45:00,1,135,22
2019-12-01 05:30:00,2019-12-01 05:45:00,1,139,136
2019-12-01 05:30:00,2019-12-01 05:45:00,1,140,38
2019-12-01 05:30:00,2019-12-01 05:45:00,1,163,140
2019-12-01 05:30:00,2019-12-01 05:45:00,1,177,36
2019-12-01 05:45:00,2019-12-01 06:00:00,2,20,190
2019-12-01 05:45:00,2019-12-01 06:00:00,1,45,143
2019-12-01 05:45:00,2019-12-01 06:00:00,1,135,22
2019-12-01 05:45:00,2019-12-01 06:00:00,1,136,136
2019-12-01 05:45:00,2019-12-01 06:00:00,1,139,136
2019-12-01 05:45:00,2019-12-01 06:00:00,1,161,131
2019-12-01 05:45:00,2019-12-01 06:00:00,1,177,36
2019-12-01 06:00:00,2019-12-01 06:15:00,2,20,190
2019-12-01 06:00:00,2019-12-01 06:15:00,1,45,143
2019-12-01 06:00:00,2019-12-01 06:15:00,1,51,10
2019-12-01 06:00:00,2019-12-01 06:15:00,1,119,118
2019-12-01 06:00:00,2019-12-01 06:15:00,1,156,114
2019-12-01 06:00:00,2019-12-01 06:15:00,1,161,131
2019-12-01 06:00:00,2019-12-01 06:15:00,1,177,36
2019-12-01 06:15:00,2019-12-01 06:30:00,1,45,143
2019-12-01 06:15:00,2019-12-01 06:30:00,1,171,111
2019-12-01 06:15:00,2019-12-01 06:30:00,1,177,36
2019-12-01 06:30:00,2019-12-01 06:45:00,1,45,143
2019-12-01 06:30:00,2019-12-01 06:45:00,1,54,43
2019-12-01 06:30:00,2019-12-01 06:45:00,1,69,85
2019-12-01 06:30:00,2019-12-01 06:45:00,1,177,36
2019-12-01 06:45:00,2019-12-01 07:00:00,1,45,143
2019-12-01 06:45:00,2019-12-01 07:00:00,1,70,68
2019-12-01 06:45:00,2019-12-01 07:00:00,1,177,36
2019-12-01 07:00:00,2019-12-01 07:15:00,1,45,143
2019-12-01 07:00:00,2019-12-01 07:15:00,1,57,112
2019-12-01 07:00:00,2019-12-01 07:15:00,1,61,61
2019-12-01 07:00:00,2019-12-01 07:15:00,1,70,68
2019-12-01 07:00:00,2019-12-01 07:15:00,1,177,36
2019-12-01 07:15:00,2019-12-01 07:30:00,1,1,19
