interval_start,interval_end,number_of_trips,rental_place,return_place
2019-12-02 16:15:00,2019-12-02 16:30:00,1,18,70
2019-12-02 16:15:00,2019-12-02 16:30:00,1,18,201
2019-12-02 16:15:00,2019-12-02 16:30:00,1,19,24
2019-12-02 16:15:00,2019-12-02 16:30:00,1,19,34
2019-12-02 16:15:00,2019-12-02 16:30:00,1,20,34
2019-12-02 16:15:00,2019-12-02 16:30:00,1,21,155
2019-12-02 16:15:00,2019-12-02 16:30:00,1,26,17
2019-12-02 16:15:00,2019-12-02 16:30:00,1,28,26
2019-12-02 16:15:00,2019-12-02 16:30:00,1,32,159
2019-12-02 16:15:00,2019-12-02 16:30:00,1,34,58
2019-12-02 16:15:00,2019-12-02 16:30:00,1,37,197
2019-12-02 16:15:00,2019-12-02 16:30:00,1,38,87
2019-12-02 16:15:00,2019-12-02 16:30:00,1,41,197
2019-12-02 16:15:00,2019-12-02 16:30:00,1,46,18
2019-12-02 16:15:00,2019-12-02 16:30:00,1,46,69
2019-12-02 16:15:00,2019-12-02 16:30:00,1,52,164
2019-12-02 16:15:00,2019-12-02 16:30:00,1,54,8
2019-12-02 16:15:00,2019-12-02 16:30:00,1,54,202
2019-12-02 16:15:00,2019-12-02 16:30:00,1,55,82
2019-12-02 16:15:00,2019-12-02 16:30:00,1,57,58
2019-12-02 16:15:00,2019-12-02 16:30:00,1,58,42
2019-12-02 16:15:00,2019-12-02 16:30:00,1,58,113
2019-12-02 16:15:00,2019-12-02 16:30:00,1,59,80
2019-12-02 16:15:00,2019-12-02 16:30:00,1,61,28
2019-12-02 16:15:00,2019-12-02 16:30:00,1,62,176
2019-12-02 16:15:00,2019-12-02 16:30:00,1,68,18
2019-12-02 16:15:00,2019-12-02 16:30:00,1,68,55
2019-12-02 16:15:00,2019-12-02 16:30:00,1,69,53
2019-12-02 16:15:00,2019-12-02 16:30:00,1,70,67
2019-12-02 16:15:00,2019-12-02 16:30:00,1,74,107
2019-12-02 16:15:00,2019-12-02 16:30:00,1,83,46
2019-12-02 16:15:00,2019-12-02 16:30:00,1,83,68
2019-12-02 16:15:00,2019-12-02 16:30:00,1,87,15
2019-12-02 16:15:00,2019-12-02 16:30:00,1,87,89
2019-12-02 16:15:00,2019-12-02 16:30:00,1,90,90
2019-12-02 16:15:00,2019-12-02 16:30:00,1,92,43
2019-12-02 16:15:00,2019-12-02 16:30:00,1,97,96
2019-12-02 16:15:00,2019-12-02 16:30:00,4,104,137
2019-12-02 16:15:00,2019-12-02 16:30:00,1,108,1
2019-12-02 16:15:00,2019-12-02 16:30:00,1,109,136
2019-12-02 16:15:00,2019-12-02 16:30:00,1,111,28
2019-12-02 16:15:00,2019-12-02 16:30:00,1,111,67
2019-12-02 16:15:00,2019-12-02 16:30:00,1,111,69
2019-12-02 16:15:00,2019-12-02 16:30:00,1,111,118
2019-12-02 16:15:00,2019-12-02 16:30:00,1,112,28
2019-12-02 16:15:00,2019-12-02 16:30:00,1,113,26
2019-12-02 16:15:00,2019-12-02 16:30:00,1,113,111
2019-12-02 16:15:00,2019-12-02 16:30:00,1,114,112
2019-12-02 16:15:00,2019-12-02 16:30:00,1,117,60
2019-12-02 16:15:00,2019-12-02 16:30:00,1,118,15
2019-12-02 16:15:00,2019-12-02 16:30:00,1,118,118
2019-12-02 16:15:00,2019-12-02 16:30:00,1,125,42
2019-12-02 16:15:00,2019-12-02 16:30:00,1,125,171
2019-12-02 16:15:00,2019-12-02 16:30:00,1,125,178
2019-12-02 16:15:00,2019-12-02 16:30:00,1,128,128
2019-12-02 16:15:00,2019-12-02 16:30:00,1,130,182
2019-12-02 16:15:00,2019-12-02 16:30:00,1,134,103
2019-12-02 16:15:00,2019-12-02 16:30:00,1,136,58
2019-12-02 16:15:00,2019-12-02 16:30:00,1,136,84
2019-12-02 16:15:00,2019-12-02 16:30:00,1,136,92
2019-12-02 16:15:00,2019-12-02 16:30:00,1,136,183
2019-12-02 16:15:00,2019-12-02 16:30:00,1,137,8
2019-12-02 16:15:00,2019-12-02 16:30:00,1,137,152
2019-12-02 16:15:00,2019-12-02 16:30:00,1,146,20
2019-12-02 16:15:00,2019-12-02 16:30:00,1,146,153
2019-12-02 16:15:00,2019-12-02 16:30:00,1,150,37
2019-12-02 16:15:00,2019-12-02 16:30:00,1,152,108
2019-12-02 16:15:00,2019-12-02 16:30:00,1,153,110
2019-12-02 16:15:00,2019-12-02 16:30:00,1,153,146
2019-12-02 16:15:00,2019-12-02 16:30:00,1,155,26
2019-12-02 16:15:00,2019-12-02 16:30:00,1,155,170
2019-12-02 16:15:00,2019-12-02 16:30:00,1,163,86
2019-12-02 16:15:00,2019-12-02 16:30:00,1,163,195
2019-12-02 16:15:00,2019-12-02 16:30:00,1,169,14
2019-12-02 16:15:00,2019-12-02 16:30:00,1,170,186
2019-12-02 16:15:00,2019-12-02 16:30:00,1,172,26
2019-12-02 16:15:00,2019-12-02 16:30:00,1,175,192
2019-12-02 16:15:00,2019-12-02 16:30:00,1,176,182
2019-12-02 16:15:00,2019-12-02 16:30:00,1,178,20
2019-12-02 16:15:00,2019-12-02 16:30:00,2,178,31
2019-12-02 16:15:00,2019-12-02 16:30:00,1,178,125
2019-12-02 16:15:00,2019-12-02 16:30:00,1,183,120
2019-12-02 16:15:00,2019-12-02 16:30:00,1,186,15
2019-12-02 16:15:00,2019-12-02 16:30:00,1,186,195
2019-12-02 16:15:00,2019-12-02 16:30:00,1,189,34
2019-12-02 16:15:00,2019-12-02 16:30:00,1,190,19
2019-12-02 16:15:00,2019-12-02 16:30:00,1,190,112
2019-12-02 16:15:00,2019-12-02 16:30:00,1,193,127
2019-12-02 16:15:00,2019-12-02 16:30:00,1,194,19
2019-12-02 16:15:00,2019-12-02 16:30:00,1,194,79
2019-12-02 16:15:00,2019-12-02 16:30:00,1,194,124
2019-12-02 16:15:00,2019-12-02 16:30:00,1,194,153
2019-12-02 16:15:00,2019-12-02 16:30:00,1,195,1
2019-12-02 16:15:00,2019-12-02 16:30:00,1,195,19
2019-12-02 16:30:00,2019-12-02 16:45:00,1,0,130
2019-12-02 16:30:00,2019-12-02 16:45:00,1,15,113
2019-12-02 16:30:00,2019-12-02 16:45:00,1,15,140
2019-12-02 16:30:00,2019-12-02 16:45:00,1,15,198
2019-12-02 16:30:00,2019-12-02 16:45:00,1,18,18
2019-12-02 16:30:00,2019-12-02 16:45:00,1,18,66
2019-12-02 16:30:00,2019-12-02 16:45:00,1,18,197
2019-12-02 16:30:00,2019-12-02 16:45:00,1,18,201
2019-12-02 16:30:00,2019-12-02 16:45:00,2,19,24
2019-12-02 16:30:00,2019-12-02 16:45:00,1,19,34
2019-12-02 16:30:00,2019-12-02 16:45:00,1,19,57
2019-12-02 16:30:00,2019-12-02 16:45:00,1,19,177
2019-12-02 16:30:00,2019-12-02 16:45:00,2,20,34
2019-12-02 16:30:00,2019-12-02 16:45:00,1,20,178
2019-12-02 16:30:00,2019-12-02 16:45:00,1,26,17
2019-12-02 16:30:00,2019-12-02 16:45:00,1,37,197
2019-12-02 16:30:00,2019-12-02 16:45:00,1,41,197
2019-12-02 16:30:00,2019-12-02 16:45:00,1,43,118
2019-12-02 16:30:00,2019-12-02 16:45:00,1,46,18
2019-12-02 16:30:00,2019-12-02 16:45:00,1,48,28
2019-12-02 16:30:00,2019-12-02 16:45:00,1,54,8
2019-12-02 16:30:00,2019-12-02 16:45:00,1,58,7
2019-12-02 16:30:00,2019-12-02 16:45:00,1,58,42
2019-12-02 16:30:00,2019-12-02 16:45:00,1,58,84
2019-12-02 16:30:00,2019-12-02 16:45:00,1,61,26
2019-12-02 16:30:00,2019-12-02 16:45:00,1,66,66
2019-12-02 16:30:00,2019-12-02 16:45:00,1,67,123
2019-12-02 16:30:00,2019-12-02 16:45:00,1,68,18
2019-12-02 16:30:00,2019-12-02 16:45:00,1,69,53
2019-12-02 16:30:00,2019-12-02 16:45:00,1,70,69
2019-12-02 16:30:00,2019-12-02 16:45:00,1,73,199
2019-12-02 16:30:00,2019-12-02 16:45:00,1,74,85
2019-12-02 16:30:00,2019-12-02 16:45:00,1,77,148
2019-12-02 16:30:00,2019-12-02 16:45:00,1,83,46
2019-12-02 16:30:00,2019-12-02 16:45:00,1,84,46
2019-12-02 16:30:00,2019-12-02 16:45:00,1,85,26
2019-12-02 16:30:00,2019-12-02 16:45:00,1,89,108
2019-12-02 16:30:00,2019-12-02 16:45:00,1,90,90
2019-12-02 16:30:00,2019-12-02 16:45:00,1,92,43
2019-12-02 16:30:00,2019-12-02 16:45:00,4,104,137
2019-12-02 16:30:00,2019-12-02 16:45:00,1,108,1
2019-12-02 16:30:00,2019-12-02 16:45:00,1,108,18
2019-12-02 16:30:00,2019-12-02 16:45:00,1,108,110
2019-12-02 16:30:00,2019-12-02 16:45:00,1,111,28
2019-12-02 16:30:00,2019-12-02 16:45:00,1,111,118
2019-12-02 16:30:00,2019-12-02 16:45:00,1,111,168
2019-12-02 16:30:00,2019-12-02 16:45:00,1,112,28
2019-12-02 16:30:00,2019-12-02 16:45:00,1,112,119
2019-12-02 16:30:00,2019-12-02 16:45:00,1,113,26
2019-12-02 16:30:00,2019-12-02 16:45:00,1,113,111
2019-12-02 16:30:00,2019-12-02 16:45:00,1,117,60
2019-12-02 16:30:00,2019-12-02 16:45:00,1,118,118
2019-12-02 16:30:00,2019-12-02 16:45:00,1,125,19
2019-12-02 16:30:00,2019-12-02 16:45:00,1,125,42
2019-12-02 16:30:00,2019-12-02 16:45:00,1,125,125
2019-12-02 16:30:00,2019-12-02 16:45:00,1,125,178
2019-12-02 16:30:00,2019-12-02 16:45:00,1,126,103
2019-12-02 16:30:00,2019-12-02 16:45:00,1,128,7
2019-12-02 16:30:00,2019-12-02 16:45:00,1,128,128
2019-12-02 16:30:00,2019-12-02 16:45:00,1,134,103
2019-12-02 16:30:00,2019-12-02 16:45:00,1,135,150
2019-12-02 16:30:00,2019-12-02 16:45:00,1,136,92
2019-12-02 16:30:00,2019-12-02 16:45:00,1,137,18
2019-12-02 16:30:00,2019-12-02 16:45:00,1,146,20
2019-12-02 16:30:00,2019-12-02 16:45:00,1,146,153
2019-12-02 16:30:00,2019-12-02 16:45:00,1,150,29
2019-12-02 16:30:00,2019-12-02 16:45:00,1,150,37
2019-12-02 16:30:00,2019-12-02 16:45:00,1,152,108
2019-12-02 16:30:00,2019-12-02 16:45:00,1,152,115
2019-12-02 16:30:00,2019-12-02 16:45:00,1,153,68
2019-12-02 16:30:00,2019-12-02 16:45:00,1,155,146
2019-12-02 16:30:00,2019-12-02 16:45:00,1,163,113
2019-12-02 16:30:00,2019-12-02 16:45:00,1,163,119
2019-12-02 16:30:00,2019-12-02 16:45:00,1,163,195
2019-12-02 16:30:00,2019-12-02 16:45:00,1,167,86
2019-12-02 16:30:00,2019-12-02 16:45:00,1,169,14
2019-12-02 16:30:00,2019-12-02 16:45:00,1,170,10
2019-12-02 16:30:00,2019-12-02 16:45:00,1,170,186
2019-12-02 16:30:00,2019-12-02 16:45:00,1,172,152
2019-12-02 16:30:00,2019-12-02 16:45:00,1,175,192
2019-12-02 16:30:00,2019-12-02 16:45:00,1,176,130
2019-12-02 16:30:00,2019-12-02 16:45:00,1,176,141
2019-12-02 16:30:00,2019-12-02 16:45:00,1,177,197
2019-12-02 16:30:00,2019-12-02 16:45:00,1,178,20
2019-12-02 16:30:00,2019-12-02 16:45:00,1,186,15
2019-12-02 16:30:00,2019-12-02 16:45:00,1,187,128
2019-12-02 16:30:00,2019-12-02 16:45:00,1,189,125
2019-12-02 16:30:00,2019-12-02 16:45:00,1,194,19
2019-12-02 16:30:00,2019-12-02 16:45:00,1,194,79
2019-12-02 16:30:00,2019-12-02 16:45:00,1,195,1
2019-12-02 16:30:00,2019-12-02 16:45:00,1,195,19
2019-12-02 16:30:00,2019-12-02 16:45:00,1,195,103
2019-12-02 16:30:00,2019-12-02 16:45:00,1,202,172
2019-12-02 16:45:00,2019-12-02 17:00:00,1,15,113
2019-12-02 16:45:00,2019-12-02 17:00:00,1,15,140
2019-12-02 16:45:00,2019-12-02 17:00:00,1,15,198
2019-12-02 16:45:00,2019-12-02 17:00:00,1,18,18
2019-12-02 16:45:00,2019-12-02 17:00:00,1,18,66
2019-12-02 16:45:00,2019-12-02 17:00:00,1,18,196
2019-12-02 16:45:00,2019-12-02 17:00:00,1,18,197
2019-12-02 16:45:00,2019-12-02 17:00:00,1,19,57
2019-12-02 16:45:00,2019-12-02 17:00:00,1,19,90
2019-12-02 16:45:00,2019-12-02 17:00:00,1,19,177
2019-12-02 16:45:00,2019-12-02 17:00:00,1,20,34
2019-12-02 16:45:00,2019-12-02 17:00:00,1,26,27
2019-12-02 16:45:00,2019-12-02 17:00:00,1,26,48
2019-12-02 16:45:00,2019-12-02 17:00:00,1,27,28
2019-12-02 16:45:00,2019-12-02 17:00:00,1,34,37
2019-12-02 16:45:00,2019-12-02 17:00:00,1,34,188
2019-12-02 16:45:00,2019-12-02 17:00:00,1,37,104
2019-12-02 16:45:00,2019-12-02 17:00:00,1,37,168
2019-12-02 16:45:00,2019-12-02 17:00:00,1,40,118
2019-12-02 16:45:00,2019-12-02 17:00:00,1,43,118
2019-12-02 16:45:00,2019-12-02 17:00:00,1,46,140
2019-12-02 16:45:00,2019-12-02 17:00:00,1,48,28
2019-12-02 16:45:00,2019-12-02 17:00:00,1,53,52
2019-12-02 16:45:00,2019-12-02 17:00:00,1,58,7
2019-12-02 16:45:00,2019-12-02 17:00:00,1,58,84
2019-12-02 16:45:00,2019-12-02 17:00:00,1,61,26
2019-12-02 16:45:00,2019-12-02 17:00:00,1,63,180
2019-12-02 16:45:00,2019-12-02 17:00:00,1,66,119
2019-12-02 16:45:00,2019-12-02 17:00:00,1,69,53
2019-12-02 16:45:00,2019-12-02 17:00:00,1,70,69
2019-12-02 16:45:00,2019-12-02 17:00:00,1,73,199
2019-12-02 16:45:00,2019-12-02 17:00:00,1,77,148
2019-12-02 16:45:00,2019-12-02 17:00:00,1,84,46
2019-12-02 16:45:00,2019-12-02 17:00:00,1,85,26
2019-12-02 16:45:00,2019-12-02 17:00:00,1,86,18
2019-12-02 16:45:00,2019-12-02 17:00:00,1,87,136
2019-12-02 16:45:00,2019-12-02 17:00:00,2,89,108
2019-12-02 16:45:00,2019-12-02 17:00:00,2,108,18
2019-12-02 16:45:00,2019-12-02 17:00:00,1,108,86
2019-12-02 16:45:00,2019-12-02 17:00:00,2,108,110
2019-12-02 16:45:00,2019-12-02 17:00:00,1,110,116
2019-12-02 16:45:00,2019-12-02 17:00:00,1,110,140
2019-12-02 16:45:00,2019-12-02 17:00:00,1,111,168
2019-12-02 16:45:00,2019-12-02 17:00:00,1,112,119
2019-12-02 16:45:00,2019-12-02 17:00:00,2,113,26
2019-12-02 16:45:00,2019-12-02 17:00:00,1,118,118
2019-12-02 16:45:00,2019-12-02 17:00:00,2,119,118
2019-12-02 16:45:00,2019-12-02 17:00:00,1,125,1
2019-12-02 16:45:00,2019-12-02 17:00:00,1,125,178
2019-12-02 16:45:00,2019-12-02 17:00:00,1,126,103
2019-12-02 16:45:00,2019-12-02 17:00:00,1,128,7
2019-12-02 16:45:00,2019-12-02 17:00:00,1,136,109
2019-12-02 16:45:00,2019-12-02 17:00:00,1,137,18
2019-12-02 16:45:00,2019-12-02 17:00:00,1,137,68
2019-12-02 16:45:00,2019-12-02 17:00:00,1,137,87
2019-12-02 16:45:00,2019-12-02 17:00:00,1,142,14
2019-12-02 16:45:00,2019-12-02 17:00:00,1,146,67
2019-12-02 16:45:00,2019-12-02 17:00:00,1,150,29
2019-12-02 16:45:00,2019-12-02 17:00:00,1,152,115
2019-12-02 16:45:00,2019-12-02 17:00:00,1,152,173
2019-12-02 16:45:00,2019-12-02 17:00:00,1,155,146
2019-12-02 16:45:00,2019-12-02 17:00:00,1,163,113
2019-12-02 16:45:00,2019-12-02 17:00:00,1,167,86
2019-12-02 16:45:00,2019-12-02 17:00:00,1,167,188
2019-12-02 16:45:00,2019-12-02 17:00:00,1,168,3
2019-12-02 16:45:00,2019-12-02 17:00:00,1,169,14
2019-12-02 16:45:00,2019-12-02 17:00:00,1,170,10
2019-12-02 16:45:00,2019-12-02 17:00:00,1,172,152
2019-12-02 16:45:00,2019-12-02 17:00:00,1,176,130
2019-12-02 16:45:00,2019-12-02 17:00:00,1,176,141
2019-12-02 16:45:00,2019-12-02 17:00:00,1,178,115
2019-12-02 16:45:00,2019-12-02 17:00:00,1,182,129
2019-12-02 16:45:00,2019-12-02 17:00:00,1,182,175
2019-12-02 16:45:00,2019-12-02 17:00:00,1,186,46
2019-12-02 16:45:00,2019-12-02 17:00:00,1,188,167
2019-12-02 16:45:00,2019-12-02 17:00:00,1,194,19
2019-12-02 16:45:00,2019-12-02 17:00:00,1,195,103
2019-12-02 16:45:00,2019-12-02 17:00:00,1,201,40
2019-12-02 16:45:00,2019-12-02 17:00:00,1,202,172
2019-12-02 17:00:00,2019-12-02 17:15:00,1,7,143
2019-12-02 17:00:00,2019-12-02 17:15:00,1,17,72
2019-12-02 17:00:00,2019-12-02 17:15:00,1,18,196
2019-12-02 17:00:00,2019-12-02 17:15:00,1,19,90
2019-12-02 17:00:00,2019-12-02 17:15:00,1,30,198
2019-12-02 17:00:00,2019-12-02 17:15:00,2,31,196
2019-12-02 17:00:00,2019-12-02 17:15:00,1,34,37
2019-12-02 17:00:00,2019-12-02 17:15:00,1,34,188
2019-12-02 17:00:00,2019-12-02 17:15:00,1,37,104
2019-12-02 17:00:00,2019-12-02 17:15:00,1,40,118
2019-12-02 17:00:00,2019-12-02 17:15:00,1,46,68
2019-12-02 17:00:00,2019-12-02 17:15:00,1,46,140
2019-12-02 17:00:00,2019-12-02 17:15:00,1,48,195
2019-12-02 17:00:00,2019-12-02 17:15:00,1,49,49
2019-12-02 17:00:00,2019-12-02 17:15:00,1,52,71
2019-12-02 17:00:00,2019-12-02 17:15:00,1,58,7
2019-12-02 17:00:00,2019-12-02 17:15:00,1,58,24
2019-12-02 17:00:00,2019-12-02 17:15:00,1,68,150
2019-12-02 17:00:00,2019-12-02 17:15:00,2,69,107
2019-12-02 17:00:00,2019-12-02 17:15:00,1,70,74
2019-12-02 17:00:00,2019-12-02 17:15:00,1,70,108
2019-12-02 17:00:00,2019-12-02 17:15:00,1,74,68
2019-12-02 17:00:00,2019-12-02 17:15:00,1,74,111
2019-12-02 17:00:00,2019-12-02 17:15:00,1,86,18
2019-12-02 17:00:00,2019-12-02 17:15:00,1,87,136
2019-12-02 17:00:00,2019-12-02 17:15:00,1,89,108
2019-12-02 17:00:00,2019-12-02 17:15:00,1,89,169
2019-12-02 17:00:00,2019-12-02 17:15:00,1,108,86
2019-12-02 17:00:00,2019-12-02 17:15:00,1,108,110
2019-12-02 17:00:00,2019-12-02 17:15:00,1,108,112
2019-12-02 17:00:00,2019-12-02 17:15:00,1,108,169
2019-12-02 17:00:00,2019-12-02 17:15:00,1,110,116
2019-12-02 17:00:00,2019-12-02 17:15:00,1,110,136
2019-12-02 17:00:00,2019-12-02 17:15:00,1,110,140
2019-12-02 17:00:00,2019-12-02 17:15:00,1,112,34
2019-12-02 17:00:00,2019-12-02 17:15:00,1,112,153
2019-12-02 17:00:00,2019-12-02 17:15:00,1,112,189
2019-12-02 17:00:00,2019-12-02 17:15:00,1,118,118
2019-12-02 17:00:00,2019-12-02 17:15:00,1,118,128
2019-12-02 17:00:00,2019-12-02 17:15:00,2,119,118
2019-12-02 17:00:00,2019-12-02 17:15:00,1,125,1
2019-12-02 17:00:00,2019-12-02 17:15:00,1,126,60
2019-12-02 17:00:00,2019-12-02 17:15:00,1,130,129
2019-12-02 17:00:00,2019-12-02 17:15:00,2,137,18
2019-12-02 17:00:00,2019-12-02 17:15:00,2,137,68
2019-12-02 17:00:00,2019-12-02 17:15:00,1,137,87
2019-12-02 17:00:00,2019-12-02 17:15:00,1,137,137
2019-12-02 17:00:00,2019-12-02 17:15:00,1,140,35
2019-12-02 17:00:00,2019-12-02 17:15:00,1,142,14
2019-12-02 17:00:00,2019-12-02 17:15:00,1,146,67
2019-12-02 17:00:00,2019-12-02 17:15:00,1,152,126
2019-12-02 17:00:00,2019-12-02 17:15:00,1,153,195
2019-12-02 17:00:00,2019-12-02 17:15:00,1,167,188
2019-12-02 17:00:00,2019-12-02 17:15:00,1,168,3
2019-12-02 17:00:00,2019-12-02 17:15:00,1,169,14
2019-12-02 17:00:00,2019-12-02 17:15:00,1,170,10
2019-12-02 17:00:00,2019-12-02 17:15:00,1,171,57
2019-12-02 17:00:00,2019-12-02 17:15:00,1,178,1
2019-12-02 17:00:00,2019-12-02 17:15:00,1,178,20
2019-12-02 17:00:00,2019-12-02 17:15:00,1,178,115
2019-12-02 17:00:00,2019-12-02 17:15:00,1,178,178
2019-12-02 17:00:00,2019-12-02 17:15:00,1,186,46
2019-12-02 17:00:00,2019-12-02 17:15:00,1,186,69
2019-12-02 17:00:00,2019-12-02 17:15:00,1,186,195
2019-12-02 17:00:00,2019-12-02 17:15:00,1,187,38
2019-12-02 17:00:00,2019-12-02 17:15:00,1,190,24
2019-12-02 17:00:00,2019-12-02 17:15:00,1,194,19
2019-12-02 17:00:00,2019-12-02 17:15:00,1,195,69
2019-12-02 17:00:00,2019-12-02 17:15:00,1,201,40
2019-12-02 17:15:00,2019-12-02 17:30:00,2,7,16
2019-12-02 17:15:00,2019-12-02 17:30:00,1,10,192
2019-12-02 17:15:00,2019-12-02 17:30:00,2,17,74
2019-12-02 17:15:00,2019-12-02 17:30:00,1,18,46
2019-12-02 17:15:00,2019-12-02 17:30:00,1,18,113
2019-12-02 17:15:00,2019-12-02 17:30:00,1,19,51
2019-12-02 17:15:00,2019-12-02 17:30:00,2,31,196
2019-12-02 17:15:00,2019-12-02 17:30:00,1,40,35
2019-12-02 17:15:00,2019-12-02 17:30:00,1,42,190
2019-12-02 17:15:00,2019-12-02 17:30:00,1,44,97
2019-12-02 17:15:00,2019-12-02 17:30:00,1,46,68
2019-12-02 17:15:00,2019-12-02 17:30:00,1,46,140
2019-12-02 17:15:00,2019-12-02 17:30:00,1,48,195
2019-12-02 17:15:00,2019-12-02 17:30:00,1,49,49
2019-12-02 17:15:00,2019-12-02 17:30:00,1,52,71
2019-12-02 17:15:00,2019-12-02 17:30:00,1,53,9
2019-12-02 17:15:00,2019-12-02 17:30:00,1,67,67
2019-12-02 17:15:00,2019-12-02 17:30:00,1,67,150
2019-12-02 17:15:00,2019-12-02 17:30:00,1,68,150
2019-12-02 17:15:00,2019-12-02 17:30:00,1,69,112
2019-12-02 17:15:00,2019-12-02 17:30:00,1,69,195
2019-12-02 17:15:00,2019-12-02 17:30:00,1,70,74
2019-12-02 17:15:00,2019-12-02 17:30:00,1,70,108
2019-12-02 17:15:00,2019-12-02 17:30:00,1,72,17
2019-12-02 17:15:00,2019-12-02 17:30:00,1,74,68
2019-12-02 17:15:00,2019-12-02 17:30:00,1,74,111
2019-12-02 17:15:00,2019-12-02 17:30:00,1,74,112
2019-12-02 17:15:00,2019-12-02 17:30:00,1,89,87
2019-12-02 17:15:00,2019-12-02 17:30:00,1,108,110
2019-12-02 17:15:00,2019-12-02 17:30:00,1,110,116
2019-12-02 17:15:00,2019-12-02 17:30:00,1,111,108
2019-12-02 17:15:00,2019-12-02 17:30:00,1,112,34
2019-12-02 17:15:00,2019-12-02 17:30:00,1,112,189
2019-12-02 17:15:00,2019-12-02 17:30:00,1,113,28
2019-12-02 17:15:00,2019-12-02 17:30:00,1,115,195
2019-12-02 17:15:00,2019-12-02 17:30:00,1,118,109
2019-12-02 17:15:00,2019-12-02 17:30:00,2,118,118
2019-12-02 17:15:00,2019-12-02 17:30:00,1,118,128
2019-12-02 17:15:00,2019-12-02 17:30:00,1,125,129
2019-12-02 17:15:00,2019-12-02 17:30:00,1,126,60
2019-12-02 17:15:00,2019-12-02 17:30:00,1,128,202
2019-12-02 17:15:00,2019-12-02 17:30:00,1,136,109
2019-12-02 17:15:00,2019-12-02 17:30:00,1,137,28
2019-12-02 17:15:00,2019-12-02 17:30:00,1,137,41
2019-12-02 17:15:00,2019-12-02 17:30:00,1,137,68
2019-12-02 17:15:00,2019-12-02 17:30:00,1,140,35
2019-12-02 17:15:00,2019-12-02 17:30:00,1,142,42
2019-12-02 17:15:00,2019-12-02 17:30:00,1,146,70
2019-12-02 17:15:00,2019-12-02 17:30:00,1,146,159
2019-12-02 17:15:00,2019-12-02 17:30:00,1,150,199
2019-12-02 17:15:00,2019-12-02 17:30:00,1,151,29
2019-12-02 17:15:00,2019-12-02 17:30:00,1,152,126
2019-12-02 17:15:00,2019-12-02 17:30:00,1,153,172
2019-12-02 17:15:00,2019-12-02 17:30:00,1,153,195
2019-12-02 17:15:00,2019-12-02 17:30:00,1,155,151
2019-12-02 17:15:00,2019-12-02 17:30:00,1,166,9
2019-12-02 17:15:00,2019-12-02 17:30:00,1,169,14
2019-12-02 17:15:00,2019-12-02 17:30:00,1,169,49
2019-12-02 17:15:00,2019-12-02 17:30:00,1,169,156
2019-12-02 17:15:00,2019-12-02 17:30:00,1,170,10
2019-12-02 17:15:00,2019-12-02 17:30:00,1,171,57
2019-12-02 17:15:00,2019-12-02 17:30:00,1,177,44
2019-12-02 17:15:00,2019-12-02 17:30:00,1,177,91
2019-12-02 17:15:00,2019-12-02 17:30:00,1,178,1
2019-12-02 17:15:00,2019-12-02 17:30:00,1,178,20
2019-12-02 17:15:00,2019-12-02 17:30:00,1,178,115
2019-12-02 17:15:00,2019-12-02 17:30:00,1,178,178
2019-12-02 17:15:00,2019-12-02 17:30:00,1,178,196
2019-12-02 17:15:00,2019-12-02 17:30:00,1,186,35
2019-12-02 17:15:00,2019-12-02 17:30:00,1,186,69
2019-12-02 17:15:00,2019-12-02 17:30:00,1,189,196
2019-12-02 17:15:00,2019-12-02 17:30:00,1,195,69
2019-12-02 17:30:00,2019-12-02 17:45:00,1,1,198
2019-12-02 17:30:00,2019-12-02 17:45:00,2,7,16
2019-12-02 17:30:00,2019-12-02 17:45:00,1,7,202
2019-12-02 17:30:00,2019-12-02 17:45:00,1,10,192
2019-12-02 17:30:00,2019-12-02 17:45:00,2,16,56
2019-12-02 17:30:00,2019-12-02 17:45:00,1,16,89
2019-12-02 17:30:00,2019-12-02 17:45:00,2,17,74
2019-12-02 17:30:00,2019-12-02 17:45:00,1,18,57
2019-12-02 17:30:00,2019-12-02 17:45:00,1,18,58
2019-12-02 17:30:00,2019-12-02 17:45:00,1,18,108
2019-12-02 17:30:00,2019-12-02 17:45:00,1,19,51
2019-12-02 17:30:00,2019-12-02 17:45:00,1,26,113
2019-12-02 17:30:00,2019-12-02 17:45:00,1,40,35
2019-12-02 17:30:00,2019-12-02 17:45:00,1,42,190
2019-12-02 17:30:00,2019-12-02 17:45:00,1,44,97
2019-12-02 17:30:00,2019-12-02 17:45:00,1,46,28
2019-12-02 17:30:00,2019-12-02 17:45:00,1,48,195
2019-12-02 17:30:00,2019-12-02 17:45:00,1,49,108
2019-12-02 17:30:00,2019-12-02 17:45:00,1,53,9
2019-12-02 17:30:00,2019-12-02 17:45:00,1,56,137
2019-12-02 17:30:00,2019-12-02 17:45:00,1,67,58
2019-12-02 17:30:00,2019-12-02 17:45:00,1,67,62
2019-12-02 17:30:00,2019-12-02 17:45:00,1,67,67
2019-12-02 17:30:00,2019-12-02 17:45:00,1,67,70
2019-12-02 17:30:00,2019-12-02 17:45:00,1,67,124
2019-12-02 17:30:00,2019-12-02 17:45:00,1,68,90
2019-12-02 17:30:00,2019-12-02 17:45:00,1,68,152
2019-12-02 17:30:00,2019-12-02 17:45:00,1,69,112
2019-12-02 17:30:00,2019-12-02 17:45:00,1,69,195
