interval_start,interval_end,bikes_in_use,bikes_total,bikes_percentage
2019-04-01 00:00:00,2019-04-01 00:15:00,13,1027,0.012658227848101266
2019-04-01 00:15:00,2019-04-01 00:30:00,17,1027,0.016553067185978577
2019-04-01 00:30:00,2019-04-01 00:45:00,9,1027,0.008763388510223954
2019-04-01 00:45:00,2019-04-01 01:00:00,5,1027,0.004868549172346641
2019-04-01 01:00:00,2019-04-01 01:15:00,9,1027,0.008763388510223954
2019-04-01 01:15:00,2019-04-01 01:30:00,9,1027,0.008763388510223954
2019-04-01 01:30:00,2019-04-01 01:45:00,5,1027,0.004868549172346641
2019-04-01 01:45:00,2019-04-01 02:00:00,7,1027,0.006815968841285297
2019-04-01 02:00:00,2019-04-01 02:15:00,10,1027,0.009737098344693282
2019-04-01 02:15:00,2019-04-01 02:30:00,8,1027,0.007789678675754625
2019-04-01 02:30:00,2019-04-01 02:45:00,4,1027,0.0038948393378773127
2019-04-01 02:45:00,2019-04-01 03:00:00,3,1027,0.0029211295034079843
2019-04-01 03:00:00,2019-04-01 03:15:00,4,1027,0.0038948393378773127
2019-04-01 03:15:00,2019-04-01 03:30:00,4,1027,0.0038948393378773127
2019-04-01 03:30:00,2019-04-01 03:45:00,6,1027,0.005842259006815969
2019-04-01 03:45:00,2019-04-01 04:00:00,6,1027,0.005842259006815969
2019-04-01 04:00:00,2019-04-01 04:15:00,6,1027,0.005842259006815969
2019-04-01 04:15:00,2019-04-01 04:30:00,7,1027,0.006815968841285297
2019-04-01 04:30:00,2019-04-01 04:45:00,5,1027,0.004868549172346641
2019-04-01 04:45:00,2019-04-01 05:00:00,6,1027,0.005842259006815969
2019-04-01 05:00:00,2019-04-01 05:15:00,5,1027,0.004868549172346641
2019-04-01 05:15:00,2019-04-01 05:30:00,11,1027,0.010710808179162609
2019-04-01 05:30:00,2019-04-01 05:45:00,18,1027,0.017526777020447908
2019-04-01 05:45:00,2019-04-01 06:00:00,11,1027,0.010710808179162609
2019-04-01 06:00:00,2019-04-01 06:15:00,10,1027,0.009737098344693282
2019-04-01 06:15:00,2019-04-01 06:30:00,18,1027,0.017526777020447908
2019-04-01 06:30:00,2019-04-01 06:45:00,41,1027,0.03992210321324245
2019-04-01 06:45:00,2019-04-01 07:00:00,55,1027,0.053554040895813046
2019-04-01 07:00:00,2019-04-01 07:15:00,59,1027,0.05744888023369036
2019-04-01 07:15:00,2019-04-01 07:30:00,79,1027,0.07692307692307693
2019-04-01 07:30:00,2019-04-01 07:45:00,88,1027,0.08568646543330087
2019-04-01 07:45:00,2019-04-01 08:00:00,94,1027,0.09152872444011685
2019-04-01 08:00:00,2019-04-01 08:15:00,89,1027,0.0866601752677702
2019-04-01 08:15:00,2019-04-01 08:30:00,69,1027,0.06718597857838364
2019-04-01 08:30:00,2019-04-01 08:45:00,85,1027,0.0827653359298929
2019-04-01 08:45:00,2019-04-01 09:00:00,112,1027,0.10905550146056475
2019-04-01 09:00:00,2019-04-01 09:15:00,103,1027,0.1002921129503408
2019-04-01 09:15:00,2019-04-01 09:30:00,80,1027,0.07789678675754626
2019-04-01 09:30:00,2019-04-01 09:45:00,67,1027,0.06523855890944498
2019-04-01 09:45:00,2019-04-01 10:00:00,71,1027,0.0691333982473223
2019-04-01 10:00:00,2019-04-01 10:15:00,71,1027,0.0691333982473223
