interval_start,interval_end,bikes_in_use,bikes_total,bikes_percentage
2019-09-01 00:00:00,2019-09-01 00:15:00,61,1940,0.031443298969072164
2019-09-01 00:15:00,2019-09-01 00:30:00,110,1940,0.05670103092783505
2019-09-01 00:30:00,2019-09-01 00:45:00,113,1940,0.05824742268041237
2019-09-01 00:45:00,2019-09-01 01:00:00,109,1940,0.05618556701030928
2019-09-01 01:00:00,2019-09-01 01:15:00,105,1940,0.05412371134020619
2019-09-01 01:15:00,2019-09-01 01:30:00,91,1940,0.04690721649484536
2019-09-01 01:30:00,2019-09-01 01:45:00,89,1940,0.04587628865979381
2019-09-01 01:45:00,2019-09-01 02:00:00,88,1940,0.04536082474226804
2019-09-01 02:00:00,2019-09-01 02:15:00,73,1940,0.03762886597938144
2019-09-01 02:15:00,2019-09-01 02:30:00,56,1940,0.0288659793814433
2019-09-01 02:30:00,2019-09-01 02:45:00,40,1940,0.020618556701030927
2019-09-01 02:45:00,2019-09-01 03:00:00,35,1940,0.01804123711340206
2019-09-01 03:00:00,2019-09-01 03:15:00,28,1940,0.01443298969072165
2019-09-01 03:15:00,2019-09-01 03:30:00,28,1940,0.01443298969072165
2019-09-01 03:30:00,2019-09-01 03:45:00,32,1940,0.016494845360824743
2019-09-01 03:45:00,2019-09-01 04:00:00,31,1940,0.015979381443298968
2019-09-01 04:00:00,2019-09-01 04:15:00,23,1940,0.011855670103092783
2019-09-01 04:15:00,2019-09-01 04:30:00,28,1940,0.01443298969072165
2019-09-01 04:30:00,2019-09-01 04:45:00,29,1940,0.014948453608247423
2019-09-01 04:45:00,2019-09-01 05:00:00,22,1940,0.01134020618556701
2019-09-01 05:00:00,2019-09-01 05:15:00,14,1940,0.007216494845360825
2019-09-01 05:15:00,2019-09-01 05:30:00,16,1940,0.008247422680412371
2019-09-01 05:30:00,2019-09-01 05:45:00,23,1940,0.011855670103092783
2019-09-01 05:45:00,2019-09-01 06:00:00,24,1940,0.012371134020618556
2019-09-01 06:00:00,2019-09-01 06:15:00,16,1940,0.008247422680412371
2019-09-01 06:15:00,2019-09-01 06:30:00,18,1940,0.009278350515463918
2019-09-01 06:30:00,2019-09-01 06:45:00,25,1940,0.01288659793814433
2019-09-01 06:45:00,2019-09-01 07:00:00,28,1940,0.01443298969072165
2019-09-01 07:00:00,2019-09-01 07:15:00,33,1940,0.017010309278350514
2019-09-01 07:15:00,2019-09-01 07:30:00,38,1940,0.01958762886597938
2019-09-01 07:30:00,2019-09-01 07:45:00,34,1940,0.01752577319587629
2019-09-01 07:45:00,2019-09-01 08:00:00,34,1940,0.01752577319587629
2019-09-01 08:00:00,2019-09-01 08:15:00,40,1940,0.020618556701030927
2019-09-01 08:15:00,2019-09-01 08:30:00,50,1940,0.02577319587628866
2019-09-01 08:30:00,2019-09-01 08:45:00,57,1940,0.029381443298969072
2019-09-01 08:45:00,2019-09-01 09:00:00,64,1940,0.032989690721649485
2019-09-01 09:00:00,2019-09-01 09:15:00,55,1940,0.028350515463917526
2019-09-01 09:15:00,2019-09-01 09:30:00,55,1940,0.028350515463917526
2019-09-01 09:30:00,2019-09-01 09:45:00,73,1940,0.03762886597938144
2019-09-01 09:45:00,2019-09-01 10:00:00,95,1940,0.04896907216494845
2019-09-01 10:00:00,2019-09-01 10:15:00,109,1940,0.05618556701030928
2019-09-01 10:15:00,2019-09-01 10:30:00,104,1940,0.05360824742268041
2019-09-01 10:30:00,2019-09-01 10:45:00,111,1940,0.05721649484536082
2019-09-01 10:45:00,2019-09-01 11:00:00,135,1940,0.06958762886597938
2019-09-01 11:00:00,2019-09-01 11:15:00,148,1940,0.07628865979381444
2019-09-01 11:15:00,2019-09-01 11:30:00,147,1940,0.07577319587628865
2019-09-01 11:30:00,2019-09-01 11:45:00,179,1940,0.09226804123711341
2019-09-01 11:45:00,2019-09-01 12:00:00,179,1940,0.09226804123711341
2019-09-01 12:00:00,2019-09-01 12:15:00,163,1940,0.08402061855670104
2019-09-01 12:15:00,2019-09-01 12:30:00,188,1940,0.09690721649484536
2019-09-01 12:30:00,2019-09-01 12:45:00,215,1940,0.11082474226804123
2019-09-01 12:45:00,2019-09-01 13:00:00,218,1940,0.11237113402061856
2019-09-01 13:00:00,2019-09-01 13:15:00,239,1940,0.1231958762886598
2019-09-01 13:15:00,2019-09-01 13:30:00,277,1940,0.14278350515463917
2019-09-01 13:30:00,2019-09-01 13:45:00,298,1940,0.15360824742268042
2019-09-01 13:45:00,2019-09-01 14:00:00,276,1940,0.1422680412371134
2019-09-01 14:00:00,2019-09-01 14:15:00,272,1940,0.1402061855670103
2019-09-01 14:15:00,2019-09-01 14:30:00,287,1940,0.1479381443298969
2019-09-01 14:30:00,2019-09-01 14:45:00,286,1940,0.14742268041237114
2019-09-01 14:45:00,2019-09-01 15:00:00,257,1940,0.1324742268041237
2019-09-01 15:00:00,2019-09-01 15:15:00,249,1940,0.1283505154639175
2019-09-01 15:15:00,2019-09-01 15:30:00,261,1940,0.1345360824742268
2019-09-01 15:30:00,2019-09-01 15:45:00,288,1940,0.14845360824742268
2019-09-01 15:45:00,2019-09-01 16:00:00,281,1940,0.14484536082474228
2019-09-01 16:00:00,2019-09-01 16:15:00,261,1940,0.1345360824742268
2019-09-01 16:15:00,2019-09-01 16:30:00,266,1940,0.13711340206185568
2019-09-01 16:30:00,2019-09-01 16:45:00,289,1940,0.14896907216494845
2019-09-01 16:45:00,2019-09-01 17:00:00,309,1940,0.1592783505154639
2019-09-01 17:00:00,2019-09-01 17:15:00,317,1940,0.1634020618556701
2019-09-01 17:15:00,2019-09-01 17:30:00,355,1940,0.18298969072164947
2019-09-01 17:30:00,2019-09-01 17:45:00,355,1940,0.18298969072164947
2019-09-01 17:45:00,2019-09-01 18:00:00,354,1940,0.1824742268041237
2019-09-01 18:00:00,2019-09-01 18:15:00,334,1940,0.17216494845360825
2019-09-01 18:15:00,2019-09-01 18:30:00,354,1940,0.1824742268041237
2019-09-01 18:30:00,2019-09-01 18:45:00,369,1940,0.1902061855670103
2019-09-01 18:45:00,2019-09-01 19:00:00,352,1940,0.18144329896907216
2019-09-01 19:00:00,2019-09-01 19:15:00,357,1940,0.18402061855670104
2019-09-01 19:15:00,2019-09-01 19:30:00,311,1940,0.16030927835051548
2019-09-01 19:30:00,2019-09-01 19:45:00,305,1940,0.15721649484536082
2019-09-01 19:45:00,2019-09-01 20:00:00,268,1940,0.13814432989690723
2019-09-01 20:00:00,2019-09-01 20:15:00,260,1940,0.13402061855670103
2019-09-01 20:15:00,2019-09-01 20:30:00,255,1940,0.13144329896907217
2019-09-01 20:30:00,2019-09-01 20:45:00,229,1940,0.11804123711340206
2019-09-01 20:45:00,2019-09-01 21:00:00,222,1940,0.11443298969072165
2019-09-01 21:00:00,2019-09-01 21:15:00,197,1940,0.10154639175257732
2019-09-01 21:15:00,2019-09-01 21:30:00,174,1940,0.08969072164948454
2019-09-01 21:30:00,2019-09-01 21:45:00,160,1940,0.08247422680412371
2019-09-01 21:45:00,2019-09-01 22:00:00,141,1940,0.07268041237113403
2019-09-01 22:00:00,2019-09-01 22:15:00,110,1940,0.05670103092783505
2019-09-01 22:15:00,2019-09-01 22:30:00,85,1940,0.04381443298969072
2019-09-01 22:30:00,2019-09-01 22:45:00,61,1940,0.031443298969072164
2019-09-01 22:45:00,2019-09-01 23:00:00,70,1940,0.03608247422680412
2019-09-01 23:00:00,2019-09-01 23:15:00,64,1940,0.032989690721649485
2019-09-01 23:15:00,2019-09-01 23:30:00,55,1940,0.028350515463917526
2019-09-01 23:30:00,2019-09-01 23:45:00,63,1940,0.032474226804123714
2019-09-01 23:45:00,2019-09-02 00:00:00,51,1940,0.026288659793814433
2019-09-02 00:00:00,2019-09-02 00:15:00,33,1940,0.017010309278350514
2019-09-02 00:15:00,2019-09-02 00:30:00,28,1940,0.01443298969072165
2019-09-02 00:30:00,2019-09-02 00:45:00,21,1940,0.010824742268041237
2019-09-02 00:45:00,2019-09-02 01:00:00,18,1940,0.009278350515463918
2019-09-02 01:00:00,2019-09-02 01:15:00,21,1940,0.010824742268041237
2019-09-02 01:15:00,2019-09-02 01:30:00,17,1940,0.008762886597938144
2019-09-02 01:30:00,2019-09-02 01:45:00,11,1940,0.005670103092783505
2019-09-02 01:45:00,2019-09-02 02:00:00,13,1940,0.006701030927835051
2019-09-02 02:00:00,2019-09-02 02:15:00,13,1940,0.006701030927835051
2019-09-02 02:15:00,2019-09-02 02:30:00,9,1940,0.004639175257731959
2019-09-02 02:30:00,2019-09-02 02:45:00,12,1940,0.006185567010309278
2019-09-02 02:45:00,2019-09-02 03:00:00,7,1940,0.0036082474226804126
2019-09-02 03:00:00,2019-09-02 03:15:00,8,1940,0.004123711340206186
2019-09-02 03:15:00,2019-09-02 03:30:00,11,1940,0.005670103092783505
2019-09-02 03:30:00,2019-09-02 03:45:00,12,1940,0.006185567010309278
2019-09-02 03:45:00,2019-09-02 04:00:00,10,1940,0.005154639175257732
2019-09-02 04:00:00,2019-09-02 04:15:00,13,1940,0.006701030927835051
2019-09-02 04:15:00,2019-09-02 04:30:00,16,1940,0.008247422680412371
2019-09-02 04:30:00,2019-09-02 04:45:00,24,1940,0.012371134020618556
2019-09-02 04:45:00,2019-09-02 05:00:00,21,1940,0.010824742268041237
2019-09-02 05:00:00,2019-09-02 05:15:00,27,1940,0.013917525773195877
2019-09-02 05:15:00,2019-09-02 05:30:00,27,1940,0.013917525773195877
2019-09-02 05:30:00,2019-09-02 05:45:00,32,1940,0.016494845360824743
2019-09-02 05:45:00,2019-09-02 06:00:00,37,1940,0.01907216494845361
2019-09-02 06:00:00,2019-09-02 06:15:00,42,1940,0.021649484536082474
2019-09-02 06:15:00,2019-09-02 06:30:00,60,1940,0.030927835051546393
2019-09-02 06:30:00,2019-09-02 06:45:00,84,1940,0.04329896907216495
2019-09-02 06:45:00,2019-09-02 07:00:00,88,1940,0.04536082474226804
2019-09-02 07:00:00,2019-09-02 07:15:00,73,1940,0.03762886597938144
2019-09-02 07:15:00,2019-09-02 07:30:00,105,1940,0.05412371134020619
2019-09-02 07:30:00,2019-09-02 07:45:00,145,1940,0.07474226804123711
2019-09-02 07:45:00,2019-09-02 08:00:00,153,1940,0.0788659793814433
2019-09-02 08:00:00,2019-09-02 08:15:00,157,1940,0.0809278350515464
2019-09-02 08:15:00,2019-09-02 08:30:00,154,1940,0.07938144329896907
2019-09-02 08:30:00,2019-09-02 08:45:00,161,1940,0.08298969072164948
2019-09-02 08:45:00,2019-09-02 09:00:00,185,1940,0.09536082474226804
2019-09-02 09:00:00,2019-09-02 09:15:00,135,1940,0.06958762886597938
2019-09-02 09:15:00,2019-09-02 09:30:00,108,1940,0.05567010309278351
2019-09-02 09:30:00,2019-09-02 09:45:00,108,1940,0.05567010309278351
2019-09-02 09:45:00,2019-09-02 10:00:00,101,1940,0.052061855670103095
2019-09-02 10:00:00,2019-09-02 10:15:00,82,1940,0.042268041237113405
2019-09-02 10:15:00,2019-09-02 10:30:00,76,1940,0.03917525773195876
2019-09-02 10:30:00,2019-09-02 10:45:00,55,1940,0.028350515463917526
2019-09-02 10:45:00,2019-09-02 11:00:00,33,1940,0.017010309278350514
2019-09-02 11:00:00,2019-09-02 11:15:00,31,1940,0.015979381443298968
2019-09-02 11:15:00,2019-09-02 11:30:00,42,1940,0.021649484536082474
2019-09-02 11:30:00,2019-09-02 11:45:00,38,1940,0.01958762886597938
2019-09-02 11:45:00,2019-09-02 12:00:00,38,1940,0.01958762886597938
2019-09-02 12:00:00,2019-09-02 12:15:00,36,1940,0.018556701030927835
2019-09-02 12:15:00,2019-09-02 12:30:00,34,1940,0.01752577319587629
2019-09-02 12:30:00,2019-09-02 12:45:00,59,1940,0.030412371134020618
2019-09-02 12:45:00,2019-09-02 13:00:00,58,1940,0.029896907216494847
2019-09-02 13:00:00,2019-09-02 13:15:00,42,1940,0.021649484536082474
2019-09-02 13:15:00,2019-09-02 13:30:00,38,1940,0.01958762886597938
2019-09-02 13:30:00,2019-09-02 13:45:00,34,1940,0.01752577319587629
2019-09-02 13:45:00,2019-09-02 14:00:00,31,1940,0.015979381443298968
2019-09-02 14:00:00,2019-09-02 14:15:00,26,1940,0.013402061855670102
2019-09-02 14:15:00,2019-09-02 14:30:00,31,1940,0.015979381443298968
2019-09-02 14:30:00,2019-09-02 14:45:00,36,1940,0.018556701030927835
2019-09-02 14:45:00,2019-09-02 15:00:00,55,1940,0.028350515463917526
2019-09-02 15:00:00,2019-09-02 15:15:00,83,1940,0.042783505154639176
