Source,Target,Weight,Type,lng_org,lat_org,lng_dest,lat_dest
0,1.0,1,Directed,51.048332,16.960160000000002,51.089356,17.001061
0,13.0,21,Directed,51.048332,16.960160000000002,51.053396,16.971785
0,20.0,1,Directed,51.048332,16.960160000000002,51.094988,17.032866000000002
0,26.0,5,Directed,51.048332,16.960160000000002,51.094516,16.980204
0,61.0,5,Directed,51.048332,16.960160000000002,51.093412,17.003764999999998
0,62.0,13,Directed,51.048332,16.960160000000002,51.075531,17.010487
0,64.0,1,Directed,51.048332,16.960160000000002,51.14589,17.112374
0,79.0,2,Directed,51.048332,16.960160000000002,51.099153,16.940916
0,99.0,4,Directed,51.048332,16.960160000000002,51.08413,16.972012
0,104.0,1,Directed,51.048332,16.960160000000002,51.101199,17.008541
0,116.0,2,Directed,51.048332,16.960160000000002,51.08949000000001,17.015583
0,126.0,2,Directed,51.048332,16.960160000000002,51.08620300000001,17.012163
0,135.0,2,Directed,51.048332,16.960160000000002,51.111962,16.999548
0,151.0,1,Directed,51.048332,16.960160000000002,51.112125,16.960254
0,153.0,3,Directed,51.048332,16.960160000000002,51.094481,17.019594
0,159.0,1,Directed,51.048332,16.960160000000002,51.103313,16.945871
0,162.0,59,Directed,51.048332,16.960160000000002,51.064218,16.978548
0,169.0,1,Directed,51.048332,16.960160000000002,51.104126,17.074197
0,177.0,4,Directed,51.048332,16.960160000000002,51.060148,17.004175
0,190.0,1,Directed,51.048332,16.960160000000002,51.083806,17.025047
0,191.0,1,Directed,51.048332,16.960160000000002,51.090458,17.024462
1,0.0,3,Directed,51.089356,17.001061,51.048332,16.960160000000002
1,2.0,3,Directed,51.089356,17.001061,51.13283300000001,17.065654000000002
1,5.0,13,Directed,51.089356,17.001061,51.085218,17.048482999999994
1,10.0,42,Directed,51.089356,17.001061,51.074422,17.030970999999994
1,11.0,7,Directed,51.089356,17.001061,51.056171,17.057259
1,13.0,1,Directed,51.089356,17.001061,51.053396,16.971785
1,15.0,3,Directed,51.089356,17.001061,51.116737,17.033555
1,16.0,4,Directed,51.089356,17.001061,51.117021,17.042163000000002
1,18.0,10,Directed,51.089356,17.001061,51.098761,17.036521
1,19.0,15,Directed,51.089356,17.001061,51.098761,17.036521
1,20.0,8,Directed,51.089356,17.001061,51.094988,17.032866000000002
1,21.0,1,Directed,51.089356,17.001061,51.112338,16.988766000000002
1,22.0,2,Directed,51.089356,17.001061,51.11296,16.981661
1,23.0,38,Directed,51.089356,17.001061,51.108142,17.042089
1,26.0,118,Directed,51.089356,17.001061,51.094516,16.980204
1,27.0,16,Directed,51.089356,17.001061,51.09599,16.988189000000002
1,28.0,92,Directed,51.089356,17.001061,51.099518,17.001193
1,30.0,37,Directed,51.089356,17.001061,51.095379,17.007788
1,41.0,26,Directed,51.089356,17.001061,51.091066,17.032278
1,46.0,10,Directed,51.089356,17.001061,51.10944600000001,17.026367
1,50.0,15,Directed,51.089356,17.001061,51.094594,17.026839000000002
1,57.0,3,Directed,51.089356,17.001061,51.098948,17.05106
1,58.0,4,Directed,51.089356,17.001061,51.099811,17.045436
1,61.0,26,Directed,51.089356,17.001061,51.093412,17.003764999999998
1,62.0,65,Directed,51.089356,17.001061,51.075531,17.010487
1,66.0,1,Directed,51.089356,17.001061,51.117883,17.027992
1,67.0,5,Directed,51.089356,17.001061,51.119167,16.988611
1,69.0,3,Directed,51.089356,17.001061,51.12522,16.984048
1,74.0,4,Directed,51.089356,17.001061,51.126694,16.979678
1,79.0,7,Directed,51.089356,17.001061,51.099153,16.940916
1,80.0,2,Directed,51.089356,17.001061,51.064335,17.08426
1,86.0,11,Directed,51.089356,17.001061,51.123011,16.975548999999994
1,88.0,4,Directed,51.089356,17.001061,51.118728,17.058332
1,99.0,21,Directed,51.089356,17.001061,51.08413,16.972012
1,104.0,57,Directed,51.089356,17.001061,51.101199,17.008541
1,109.0,9,Directed,51.089356,17.001061,51.108014,17.040789999999998
1,111.0,3,Directed,51.089356,17.001061,51.112337,17.062745
1,112.0,2,Directed,51.089356,17.001061,51.111023,17.021313
1,113.0,19,Directed,51.089356,17.001061,51.103544,17.031901
1,114.0,9,Directed,51.089356,17.001061,51.104405,17.02338
1,115.0,1,Directed,51.089356,17.001061,51.110879,17.047646
1,116.0,47,Directed,51.089356,17.001061,51.08949000000001,17.015583
1,119.0,4,Directed,51.089356,17.001061,51.114005,17.034463
1,126.0,203,Directed,51.089356,17.001061,51.08620300000001,17.012163
1,127.0,52,Directed,51.089356,17.001061,51.099443,17.028921
1,129.0,10,Directed,51.089356,17.001061,51.130538,17.044302
1,137.0,1,Directed,51.089356,17.001061,51.11185,17.060064
1,138.0,15,Directed,51.089356,17.001061,51.110699,17.032366
1,147.0,1,Directed,51.089356,17.001061,51.115243,16.998519
1,151.0,14,Directed,51.089356,17.001061,51.112125,16.960254
1,153.0,45,Directed,51.089356,17.001061,51.094481,17.019594
1,154.0,4,Directed,51.089356,17.001061,51.107273,17.033485
1,156.0,2,Directed,51.089356,17.001061,51.111669,16.974196
1,158.0,2,Directed,51.089356,17.001061,51.104557,17.048582
1,159.0,3,Directed,51.089356,17.001061,51.103313,16.945871
1,160.0,6,Directed,51.089356,17.001061,51.100095,16.951719
1,162.0,21,Directed,51.089356,17.001061,51.064218,16.978548
1,164.0,6,Directed,51.089356,17.001061,51.110252,17.034712
1,168.0,3,Directed,51.089356,17.001061,51.10353900000001,17.085639
1,169.0,1,Directed,51.089356,17.001061,51.104126,17.074197
1,172.0,40,Directed,51.089356,17.001061,51.097288,17.014321
1,173.0,10,Directed,51.089356,17.001061,51.102221,17.013382999999994
1,177.0,9,Directed,51.089356,17.001061,51.060148,17.004175
1,189.0,1,Directed,51.089356,17.001061,51.107342,17.061795999999998
1,190.0,54,Directed,51.089356,17.001061,51.083806,17.025047
1,191.0,39,Directed,51.089356,17.001061,51.090458,17.024462
1,196.0,13,Directed,51.089356,17.001061,51.101353,17.027948000000002
1,197.0,22,Directed,51.089356,17.001061,51.076315,17.042002
1,199.0,45,Directed,51.089356,17.001061,51.098058,17.007049
1,200.0,3,Directed,51.089356,17.001061,51.122551,16.930101999999998
1,203.0,1,Directed,51.089356,17.001061,51.135851,17.036645999999998
2,0.0,1,Directed,51.13283300000001,17.065654000000002,51.048332,16.960160000000002
2,1.0,1,Directed,51.13283300000001,17.065654000000002,51.089356,17.001061
2,5.0,1,Directed,51.13283300000001,17.065654000000002,51.085218,17.048482999999994
2,10.0,1,Directed,51.13283300000001,17.065654000000002,51.074422,17.030970999999994
2,15.0,12,Directed,51.13283300000001,17.065654000000002,51.116737,17.033555
2,16.0,63,Directed,51.13283300000001,17.065654000000002,51.117021,17.042163000000002
2,18.0,9,Directed,51.13283300000001,17.065654000000002,51.098761,17.036521
2,19.0,8,Directed,51.13283300000001,17.065654000000002,51.098761,17.036521
2,20.0,3,Directed,51.13283300000001,17.065654000000002,51.094988,17.032866000000002
2,23.0,12,Directed,51.13283300000001,17.065654000000002,51.108142,17.042089
2,26.0,7,Directed,51.13283300000001,17.065654000000002,51.094516,16.980204
2,27.0,1,Directed,51.13283300000001,17.065654000000002,51.09599,16.988189000000002
2,28.0,5,Directed,51.13283300000001,17.065654000000002,51.099518,17.001193
2,35.0,1,Directed,51.13283300000001,17.065654000000002,51.116806,17.024476999999994
2,37.0,11,Directed,51.13283300000001,17.065654000000002,51.109153000000006,17.060364
2,40.0,3,Directed,51.13283300000001,17.065654000000002,51.110896,17.053273
2,41.0,5,Directed,51.13283300000001,17.065654000000002,51.091066,17.032278
2,46.0,3,Directed,51.13283300000001,17.065654000000002,51.10944600000001,17.026367
