interval_start,interval_end,bikes_in_use,bikes_total,bikes_percentage
2019-05-31 00:00:00,2019-05-31 00:15:00,0,1399,0.0
2019-05-31 00:15:00,2019-05-31 00:30:00,0,1399,0.0
2019-05-31 00:30:00,2019-05-31 00:45:00,0,1399,0.0
2019-05-31 00:45:00,2019-05-31 01:00:00,0,1399,0.0
2019-05-31 01:00:00,2019-05-31 01:15:00,0,1399,0.0
2019-05-31 01:15:00,2019-05-31 01:30:00,0,1399,0.0
2019-05-31 01:30:00,2019-05-31 01:45:00,0,1399,0.0
2019-05-31 01:45:00,2019-05-31 02:00:00,0,1399,0.0
2019-05-31 02:00:00,2019-05-31 02:15:00,0,1399,0.0
2019-05-31 02:15:00,2019-05-31 02:30:00,0,1399,0.0
2019-05-31 02:30:00,2019-05-31 02:45:00,0,1399,0.0
2019-05-31 02:45:00,2019-05-31 03:00:00,0,1399,0.0
2019-05-31 03:00:00,2019-05-31 03:15:00,0,1399,0.0
2019-05-31 03:15:00,2019-05-31 03:30:00,0,1399,0.0
2019-05-31 03:30:00,2019-05-31 03:45:00,0,1399,0.0
2019-05-31 03:45:00,2019-05-31 04:00:00,0,1399,0.0
2019-05-31 04:00:00,2019-05-31 04:15:00,0,1399,0.0
2019-05-31 04:15:00,2019-05-31 04:30:00,0,1399,0.0
2019-05-31 04:30:00,2019-05-31 04:45:00,0,1399,0.0
2019-05-31 04:45:00,2019-05-31 05:00:00,0,1399,0.0
2019-05-31 05:00:00,2019-05-31 05:15:00,0,1399,0.0
2019-05-31 05:15:00,2019-05-31 05:30:00,0,1399,0.0
2019-05-31 05:30:00,2019-05-31 05:45:00,0,1399,0.0
2019-05-31 05:45:00,2019-05-31 06:00:00,0,1399,0.0
2019-05-31 06:00:00,2019-05-31 06:15:00,0,1399,0.0
2019-05-31 06:15:00,2019-05-31 06:30:00,0,1399,0.0
2019-05-31 06:30:00,2019-05-31 06:45:00,0,1399,0.0
2019-05-31 06:45:00,2019-05-31 07:00:00,0,1399,0.0
2019-05-31 07:00:00,2019-05-31 07:15:00,0,1399,0.0
2019-05-31 07:15:00,2019-05-31 07:30:00,0,1399,0.0
2019-05-31 07:30:00,2019-05-31 07:45:00,0,1399,0.0
2019-05-31 07:45:00,2019-05-31 08:00:00,0,1399,0.0
